id,district,categorical_count_2022,mosaic_cropland_2022,rainfed_cropland_2022,sparse_vegetation_2022,categorical_urban_2022,irrigated_cropland_2022,count_2022,categorical_count_2021,mosaic_cropland_2021,rainfed_cropland_2021,sparse_vegetation_2021,categorical_urban_2021,water_bodies_2021,forest_2021,irrigated_cropland_2021,count_2021,categorical_count_2020,mosaic_cropland_2020,rainfed_cropland_2020,sparse_vegetation_2020,categorical_urban_2020,irrigated_cropland_2020,count_2020,categorical_count_2019,mosaic_cropland_2019,rainfed_cropland_2019,sparse_vegetation_2019,categorical_urban_2019,irrigated_cropland_2019,count_2019,categorical_count_2018,mosaic_cropland_2018,rainfed_cropland_2018,sparse_vegetation_2018,categorical_urban_2018,irrigated_cropland_2018,count_2018,categorical_count_2017,mosaic_cropland_2017,rainfed_cropland_2017,sparse_vegetation_2017,categorical_urban_2017,irrigated_cropland_2017,count_2017,categorical_count_2016,mosaic_cropland_2016,rainfed_cropland_2016,sparse_vegetation_2016,categorical_urban_2016,irrigated_cropland_2016,count_2016,categorical_count_2015,mosaic_cropland_2015,rainfed_cropland_2015,sparse_vegetation_2015,categorical_urban_2015,irrigated_cropland_2015,count_2015,categorical_count_2014,mosaic_cropland_2014,rainfed_cropland_2014,sparse_vegetation_2014,categorical_urban_2014,irrigated_cropland_2014,count_2014,categorical_count_2013,mosaic_cropland_2013,rainfed_cropland_2013,sparse_vegetation_2013,categorical_urban_2013,irrigated_cropland_2013,count_2013,categorical_count_2012,mosaic_cropland_2012,rainfed_cropland_2012,sparse_vegetation_2012,categorical_urban_2012,irrigated_cropland_2012,count_2012,categorical_count_2011,mosaic_cropland_2011,rainfed_cropland_2011,sparse_vegetation_2011,categorical_urban_2011,irrigated_cropland_2011,count_2011,categorical_count_2010,mosaic_cropland_2010,rainfed_cropland_2010,sparse_vegetation_2010,categorical_urban_2010,irrigated_cropland_2010,count_2010
145,Kebumen,14126,3944,5261,19,196,67,14177.34961,14126,4013,5263,19,188,1040,3536,67,14177.34961,14126,4014,5246,19,184,67,14177.34961,14126,4012,5253,19,178,67,14177.34961,14126,3988,5244,19,178,67,14177.34961,14126,4005,5245,19,178,67,14177.34961,14126,4034,5258,19,178,67,14177.34961,14126,4086,5284,19,178,67,14177.34961,14126,4086,5287,19,175,67,14177.34961,14126,4158,5300,19,166,67,14177.34961,14126,4157,5305,19,161,67,14177.34961,14126,4157,5306,19,159,67,14177.34961,14126,4155,5307,19,158,67,14177.34961
146,Kediri,16192,7046,5819,216,1240,0,16242.12891,16192,7044,5838,223,1201,4,1880,0,16242.12891,16192,7044,5840,228,1192,0,16242.12891,16192,7045,5840,228,1191,0,16242.12891,16192,7042,5840,228,1191,0,16242.12891,16192,7046,5841,228,1190,0,16242.12891,16192,7047,5845,228,1188,0,16242.12891,16192,7051,5846,228,1187,0,16242.12891,16192,7058,5915,228,1111,0,16242.12891,16192,7256,5972,228,1034,0,16242.12891,16192,7265,6018,229,978,0,16242.12891,16192,7275,6039,230,946,0,16242.12891,16192,7283,6063,230,914,0,16242.12891
147,Keerom,95777,5204,222,7,3,0,95857.75,95777,5187,222,7,2,4,90355,0,95857.75,95777,5147,219,7,2,0,95857.74121,95777,4949,202,7,2,0,95857.74121,95777,4765,163,7,2,0,95857.74121,95777,4580,152,7,2,0,95857.74121,95777,4580,152,7,2,0,95857.74121,95777,4573,148,7,2,0,95857.74121,95777,4573,148,7,2,0,95857.74121,95777,4439,142,7,2,0,95857.74121,95777,4195,131,7,2,0,95857.74121,95777,3621,95,7,2,0,95857.74121,95777,3141,77,7,2,0,95857.74121
148,Kendal,10623,2418,3203,31,1215,4,10675.24902,10623,2381,3212,31,1189,496,3309,4,10675.24902,10623,2247,3225,31,1168,4,10675.24902,10623,2249,3272,31,1114,4,10675.24902,10623,2245,3273,31,1113,4,10675.24902,10623,2246,3278,31,1110,4,10675.24902,10623,2239,3277,31,1110,4,10675.24902,10623,2243,3278,31,1109,4,10675.24902,10623,2247,3282,32,1100,4,10675.24902,10623,2285,3337,32,1037,4,10675.24902,10623,2292,3381,32,985,4,10675.24902,10623,2293,3385,32,975,4,10675.24902,10623,2292,3391,32,968,4,10675.24902
149,Kepahiang,7453,3374,55,0,36,0,7471.47998,7453,3396,59,0,28,0,3970,0,7471.47998,7453,3441,61,0,24,0,7471.47998,7453,3441,61,0,24,0,7471.47998,7453,3440,61,0,24,0,7471.47998,7453,3413,61,0,24,0,7471.47998,7453,3407,61,0,24,0,7471.47998,7453,3398,61,0,24,0,7471.47998,7453,3400,63,0,20,0,7471.47998,7453,3415,65,0,18,0,7471.47998,7453,3408,67,0,16,0,7471.47998,7453,3408,68,0,15,0,7471.47998,7453,3409,68,0,14,0,7471.47998
150,Kepulauan Anambas,6751,221,17,2,21,0,6965.050293,6751,221,17,2,21,716,5774,0,6965.050293,6751,221,17,2,21,0,6965.050049,6751,219,17,2,21,0,6965.050049,6751,219,17,2,21,0,6965.050049,6751,217,17,2,21,0,6965.050049,6751,214,17,2,21,0,6965.050049,6751,214,17,2,21,0,6965.050049,6751,214,17,2,21,0,6965.050049,6751,187,17,2,21,0,6965.050049,6751,187,17,2,21,0,6965.050049,6751,187,17,2,21,0,6965.050049,6751,187,17,2,21,0,6965.050049
151,Kepulauan Aru,86027,4943,3514,139,143,12,86672.0625,86027,4897,3502,139,139,2098,75240,12,86672.0625,86027,4883,3492,139,137,12,86672.06177,86027,4575,3438,139,136,12,86672.06177,86027,4533,3430,139,136,12,86672.06177,86027,4480,3427,139,136,12,86672.06177,86027,4485,3427,139,136,12,86672.06177,86027,4510,3428,139,135,12,86672.06177,86027,4510,3428,139,135,12,86672.06177,86027,4523,3421,139,135,12,86672.06177,86027,4524,3421,139,135,12,86672.06177,86027,4524,3420,139,135,12,86672.06177,86027,4535,3419,139,135,12,86672.06177
152,Kepulauan Mentawai,63186,597,196,0,3,0,63529.27781,63186,597,196,0,3,884,61506,0,63529.27781,63186,593,195,0,3,0,63529.28975,63186,545,131,0,3,0,63529.28975,63186,487,91,0,3,0,63529.28975,63186,471,71,0,3,0,63529.28975,63186,463,71,0,3,0,63529.28975,63186,466,71,0,3,0,63529.28975,63186,466,71,0,3,0,63529.28975,63186,500,76,0,3,0,63529.28975,63186,500,76,0,3,0,63529.28975,63186,500,76,0,3,0,63529.28975,63186,499,76,0,3,0,63529.28975
153,Kepulauan Meranti,38342,12106,2501,132,36,4,38470.85156,38342,11741,2486,132,36,689,23254,4,38470.85156,38342,11331,2441,130,36,4,38470.85071,38342,11236,2375,126,34,4,38470.85071,38342,11206,2354,126,34,4,38470.85071,38342,11091,2324,126,34,4,38470.85071,38342,11084,2320,126,33,5,38470.85071,38342,11003,2161,111,32,5,38470.85071,38342,11004,2164,111,23,5,38470.85071,38342,9716,1841,41,19,5,38470.85071,38342,9582,1809,5,19,5,38470.85071,38342,9495,1724,2,19,5,38470.85071,38342,9338,1700,2,19,5,38470.85071
154,Kepulauan Sangihe,6314,1079,41,8,24,0,6413.300293,6314,1081,41,8,20,218,4946,0,6413.300293,6314,1084,44,8,12,0,6413.300117,6314,1034,44,8,12,0,6413.300117,6314,1019,44,8,12,0,6413.300117,6314,1002,44,8,12,0,6413.300117,6314,999,44,8,12,0,6413.300117,6314,999,44,8,12,0,6413.300117,6314,999,44,8,12,0,6413.300117,6314,999,44,8,12,0,6413.300117,6314,999,44,8,12,0,6413.300117,6314,999,44,8,12,0,6413.300117,6314,999,44,8,12,0,6413.300117
155,Kepulauan Selayar,12453,4588,1533,89,111,9,12601.17151,12453,4573,1534,89,108,585,5554,10,12601.17151,12453,4628,1541,89,104,10,12601.17001,12453,4569,1541,89,103,11,12601.17001,12453,4540,1541,89,103,11,12601.17001,12453,4512,1538,89,103,11,12601.17001,12453,4506,1538,89,103,11,12601.17001,12453,4508,1538,89,103,11,12601.17001,12453,4508,1543,89,98,11,12601.17001,12453,4527,1546,89,88,6,12601.17001,12453,4536,1555,89,78,7,12601.17001,12453,4547,1555,89,76,7,12601.17001,12453,4547,1558,89,73,7,12601.17001
156,Kepulauan Seribu,125,0,0,7,1,0,144.030014,125,0,0,7,1,110,7,0,144.030014,125,0,0,7,1,0,144.0300026,125,0,0,7,1,0,144.0300026,125,0,0,7,1,0,144.0300026,125,0,0,7,1,0,144.0300026,125,0,0,7,1,0,144.0300026,125,0,0,7,1,0,144.0300026,125,0,0,7,1,0,144.0300026,125,0,0,7,1,0,144.0300026,125,0,0,7,1,0,144.0300026,125,0,0,7,1,0,144.0300026,125,0,0,7,1,0,144.0300026
157,Kepulauan Sula,18839,435,35,0,33,0,18951.74219,18839,437,40,0,18,358,17986,0,18951.74219,18839,441,42,0,11,0,18951.74048,18839,444,42,0,11,0,18951.74048,18839,411,41,0,11,0,18951.74048,18839,404,41,0,11,0,18951.74048,18839,402,41,0,11,0,18951.74048,18839,403,41,0,11,0,18951.74048,18839,403,41,0,11,0,18951.74048,18839,358,40,0,11,0,18951.74048,18839,358,40,0,11,0,18951.74048,18839,358,40,0,11,0,18951.74048,18839,359,40,0,11,0,18951.74048
158,Kepulauan Talaud,10711,200,101,0,41,0,10779.38086,10711,204,103,0,28,271,10105,0,10779.38086,10711,204,104,0,23,0,10779.38,10711,203,104,0,23,0,10779.38,10711,190,93,0,23,0,10779.38,10711,179,87,0,23,0,10779.38,10711,179,87,0,23,0,10779.38,10711,169,81,0,23,0,10779.38,10711,169,81,0,23,0,10779.38,10711,165,81,0,21,0,10779.38,10711,168,82,0,17,0,10779.38,10711,168,82,0,16,0,10779.38,10711,168,83,0,15,0,10779.38
159,Kepulauan Yapen,25633,158,24,0,46,0,25815.84766,25633,159,24,0,42,418,24990,0,25815.84766,25633,123,24,0,42,0,25815.8501,25633,117,24,0,42,0,25815.8501,25633,84,24,0,42,0,25815.8501,25633,84,24,0,42,0,25815.8501,25633,84,24,0,42,0,25815.8501,25633,84,24,0,42,0,25815.8501,25633,84,25,0,41,0,25815.8501,25633,86,25,0,40,0,25815.8501,25633,87,28,0,36,0,25815.8501,25633,87,30,0,34,0,25815.8501,25633,87,32,0,32,0,25815.8501
160,Kerinci,35847,9230,1360,7,149,2,35911.91797,35847,9208,1365,7,143,587,24535,2,35911.91797,35847,9035,1359,7,138,2,35911.92175,35847,9039,1362,7,135,2,35911.92175,35847,8671,1341,7,135,2,35911.92175,35847,8090,1237,7,135,2,35911.92175,35847,7859,1233,7,135,2,35911.92175,35847,7827,1230,7,135,2,35911.92175,35847,7828,1237,7,127,2,35911.92175,35847,7562,1233,7,108,2,35911.92175,35847,7603,1239,7,107,2,35911.92175,35847,7592,1236,7,107,2,35911.92175,35847,7583,1238,7,107,2,35911.92175
161,Ketapang,313312,129931,16557,10277,181,29,313589.5234,313312,130105,16175,10239,143,1145,154883,30,313589.5234,313312,130112,16015,10222,138,25,313589.4874,313312,129905,15862,10190,133,25,313589.4874,313312,129140,15744,10049,133,25,313589.4874,313312,128823,15587,9994,133,24,313589.4874,313312,128305,15515,9978,133,24,313589.4874,313312,125626,15326,9060,114,24,313589.4874,313312,125626,15333,9060,107,24,313589.4874,313312,124942,15001,8774,105,18,313589.4874,313312,123941,14392,8574,104,18,313589.4874,313312,122686,14087,8458,104,17,313589.4874,313312,121564,13567,8165,102,17,313589.4874
162,Klaten,7437,1522,4244,114,675,0,7484.609863,7437,1525,4264,127,639,17,865,0,7484.609863,7437,1523,4271,128,631,0,7484.609863,7437,1528,4291,129,605,0,7484.609863,7437,1528,4291,129,605,0,7484.609863,7437,1528,4296,129,605,0,7484.609863,7437,1528,4297,129,605,0,7484.609863,7437,1530,4299,129,605,0,7484.609863,7437,1532,4315,133,583,0,7484.609863,7437,1536,4343,134,551,0,7484.609863,7437,1537,4350,137,540,0,7484.609863,7437,1537,4352,141,534,0,7484.609863,7437,1538,4356,143,527,0,7484.609863
163,Klungkung,3336,1007,1538,189,65,2,3370.669922,3336,1009,1545,189,50,93,448,2,3370.669922,3336,1010,1538,189,46,2,3370.669922,3336,1011,1541,189,42,2,3370.669922,3336,1009,1539,189,42,2,3370.669922,3336,1009,1539,189,42,2,3370.669922,3336,1009,1539,189,42,2,3370.669922,3336,1009,1539,189,42,2,3370.669922,3336,1010,1539,189,41,2,3370.669922,3336,1010,1529,189,36,2,3370.669922,3336,1013,1531,189,30,2,3370.669922,3336,1013,1532,189,29,2,3370.669922,3336,1014,1531,189,27,2,3370.669922
164,Kolaka,32470,11349,2003,85,101,19,32577.02734,32470,11319,2008,85,95,432,18512,19,32577.02734,32470,11297,2007,83,82,19,32577.02905,32470,11262,1995,83,76,19,32577.02905,32470,11130,1954,83,74,19,32577.02905,32470,11028,1953,83,74,19,32577.02905,32470,10827,1935,83,74,19,32577.02905,32470,9977,1727,78,74,19,32577.02905,32470,9977,1727,78,73,20,32577.02905,32470,9644,1699,78,68,21,32577.02905,32470,9524,1707,78,60,21,32577.02905,32470,9472,1704,78,59,21,32577.02905,32470,9408,1703,78,54,22,32577.02905
165,Kolaka Timur,39247,9388,1413,15,16,15,39327.76953,39247,9373,1413,15,16,0,28415,15,39327.76953,39247,9359,1411,15,16,15,39327.77051,39247,9334,1402,15,16,15,39327.77051,39247,9221,1368,15,16,15,39327.77051,39247,9193,1353,15,16,15,39327.77051,39247,9113,1326,10,16,15,39327.77051,39247,8886,1279,5,16,14,39327.77051,39247,8886,1279,5,16,14,39327.77051,39247,8780,1275,5,16,14,39327.77051,39247,8755,1275,5,16,14,39327.77051,39247,8762,1275,5,16,14,39327.77051,39247,8778,1276,5,16,14,39327.77051
166,Kolaka Utara,34284,8757,535,71,36,0,34372.4375,34284,8738,530,71,32,201,24711,1,34372.4375,34284,8745,532,71,29,2,34372.43945,34284,8710,531,71,20,2,34372.43945,34284,8768,529,69,20,2,34372.43945,34284,8744,525,69,20,2,34372.43945,34284,8649,517,69,20,2,34372.43945,34284,8641,506,0,20,2,34372.43945,34284,8641,506,0,19,2,34372.43945,34284,8402,505,0,16,2,34372.43945,34284,8369,504,0,11,2,34372.43945,34284,8328,497,0,11,2,34372.43945,34284,8282,490,0,11,2,34372.43945
167,Konawe,53510,10921,4366,59,71,5,53636.11328,53510,10943,4364,59,68,297,37774,5,53636.11328,53510,10827,4360,59,63,5,53636.11771,53510,10768,4315,59,58,5,53636.11771,53510,10513,4249,59,58,5,53636.11771,53510,10496,4246,59,56,5,53636.11771,53510,10462,4247,56,56,5,53636.11771,53510,10382,4203,17,56,5,53636.11771,53510,10382,4203,17,56,5,53636.11771,53510,10457,4214,16,56,5,53636.11771,53510,10364,4159,16,55,5,53636.11771,53510,10337,4177,16,55,5,53636.11771,53510,10313,4175,14,55,5,53636.11771
168,Konawe Kepulauan,7517,1372,35,0,8,0,7539.990234,7517,1369,35,0,8,131,5974,0,7539.990234,7517,1319,35,0,8,0,7539.990234,7517,1306,32,0,8,0,7539.990234,7517,1257,32,0,8,0,7539.990234,7517,1232,32,0,8,0,7539.990234,7517,1228,32,0,8,0,7539.990234,7517,1214,29,0,8,0,7539.990234,7517,1214,29,0,7,0,7539.990234,7517,1426,29,0,5,0,7539.990234,7517,1426,29,0,5,0,7539.990234,7517,1426,29,0,5,0,7539.990234,7517,1426,29,0,5,0,7539.990234
169,Konawe Selatan,44903,20727,7964,10,18,3,45011.78516,44903,20786,7964,10,14,355,15771,3,45011.78516,44903,20806,7964,10,13,3,45011.79102,44903,20742,7909,10,13,3,45011.79102,44903,20658,7897,10,13,3,45011.79102,44903,20642,7901,10,13,6,45011.79102,44903,20582,7902,10,13,6,45011.79102,44903,20564,7901,10,13,6,45011.79102,44903,20564,7901,10,13,6,45011.79102,44903,20598,7909,10,13,3,45011.79102,44903,20562,7907,10,13,3,45011.79102,44903,20521,7905,10,13,3,45011.79102,44903,20476,7903,10,13,3,45011.79102
170,Konawe Utara,49340,5209,1316,451,3,0,49489.18359,49340,5186,1310,422,2,267,42153,0,49489.18359,49340,5176,1290,385,2,0,49489.17839,49340,5091,1267,378,2,0,49489.17839,49340,4745,1181,354,2,0,49489.17839,49340,4747,1177,352,2,0,49489.17839,49340,4767,1181,352,2,0,49489.17839,49340,4761,1126,315,2,0,49489.17839,49340,4761,1126,315,2,0,49489.17839,49340,4783,1047,273,1,0,49489.17839,49340,4768,998,232,1,0,49489.17839,49340,4742,983,232,1,0,49489.17839,49340,4661,935,207,1,0,49489.17839
171,Kota Ambon,3131,896,50,0,185,0,3161.820068,3131,902,59,0,169,49,1952,0,3161.820068,3131,868,72,0,143,0,3161.820068,3131,867,72,0,141,0,3161.820068,3131,871,72,0,141,0,3161.820068,3131,868,72,0,141,0,3161.820068,3131,869,72,0,141,0,3161.820068,3131,870,72,0,141,0,3161.820068,3131,871,72,0,139,0,3161.820068,3131,810,70,0,133,0,3161.820068,3131,818,79,0,117,0,3161.820068,3131,819,86,0,110,0,3161.820068,3131,811,89,0,106,0,3161.820068
172,Kota Balikpapan,5707,2244,809,0,654,0,5733.600098,5707,2150,903,0,535,519,1598,0,5733.600098,5707,2150,951,0,483,0,5733.600098,5707,2143,962,0,459,0,5733.600098,5707,2129,957,0,459,0,5733.600098,5707,2107,950,0,459,0,5733.600098,5707,2115,952,0,454,0,5733.600098,5707,2115,976,0,426,0,5733.600098,5707,2115,988,0,413,0,5733.600098,5707,2124,1036,0,347,1,5733.600098,5707,2170,1073,0,270,3,5733.600098,5707,2170,1076,0,255,3,5733.600098,5707,2176,1095,0,221,4,5733.600098
173,Kota Banda Aceh,585,1,15,0,476,0,596.7700195,585,2,15,0,474,91,3,0,596.7700195,585,2,16,0,473,0,596.7700195,585,2,21,0,467,0,596.7700195,585,2,21,0,467,0,596.7700195,585,2,21,0,467,0,596.7700195,585,2,21,0,467,0,596.7700195,585,2,21,0,467,0,596.7700195,585,3,21,0,462,0,596.7700195,585,8,22,0,447,0,596.7700195,585,8,29,0,436,0,596.7700195,585,8,33,0,431,0,596.7700195,585,8,36,0,422,0,596.7700195
174,Kota Bandar Lampung,1860,381,361,0,954,1,1881.030029,1860,384,428,0,884,13,150,1,1881.030029,1860,397,478,0,831,3,1881.030029,1860,404,487,0,819,3,1881.030029,1860,404,492,0,814,3,1881.030029,1860,404,492,0,814,3,1881.030029,1860,404,497,0,809,3,1881.030029,1860,398,500,0,803,3,1881.030029,1860,398,574,0,729,3,1881.030029,1860,413,668,0,627,3,1881.030029,1860,418,714,0,573,3,1881.030029,1860,421,736,0,545,5,1881.030029,1860,424,750,0,528,5,1881.030029
175,Kota Bandung,1774,94,16,1,1617,0,1800.530029,1774,98,18,1,1607,31,19,0,1800.530029,1774,98,19,1,1605,0,1800.530029,1774,127,40,7,1547,1,1800.530029,1774,128,45,8,1540,1,1800.530029,1774,128,45,8,1540,1,1800.530029,1774,129,46,8,1538,1,1800.530029,1774,129,47,8,1537,1,1800.530029,1774,133,47,8,1533,1,1800.530029,1774,140,47,8,1525,1,1800.530029,1774,148,47,9,1516,1,1800.530029,1774,149,48,11,1511,1,1800.530029,1774,153,49,11,1505,1,1800.530029
176,Kota Banjar,1383,651,525,1,76,0,1401.609985,1383,656,532,1,64,1,129,0,1401.609985,1383,656,536,1,60,0,1401.609985,1383,656,536,1,60,0,1401.609985,1383,656,536,1,60,0,1401.609985,1383,656,536,1,60,0,1401.609985,1383,656,536,1,60,0,1401.609985,1383,668,536,1,60,0,1401.609985,1383,668,536,1,60,0,1401.609985,1383,668,541,2,54,0,1401.609985,1383,669,544,2,50,0,1401.609985,1383,667,544,2,50,0,1401.609985,1383,667,545,2,49,0,1401.609985
177,Kota Banjar Baru,3408,1082,1539,241,392,0,3431.22998,3408,1085,1613,241,314,16,139,0,3431.22998,3408,1085,1649,241,278,0,3431.22998,3408,1085,1652,242,274,0,3431.22998,3408,1085,1652,242,274,0,3431.22998,3408,1085,1653,242,273,0,3431.22998,3408,1085,1654,244,270,0,3431.22998,3408,1086,1656,245,266,0,3431.22998,3408,1086,1660,245,262,0,3431.22998,3408,1086,1708,245,214,0,3431.22998,3408,1089,1776,249,137,0,3431.22998,3408,1089,1778,249,135,0,3431.22998,3408,1082,1776,238,132,0,3431.22998
178,Kota Banjarmasin,1033,242,194,29,511,1,1044,1033,247,227,30,472,34,22,1,1044,1033,249,239,30,458,1,1044,1033,251,240,30,449,2,1044,1033,251,238,30,449,2,1044,1033,251,238,30,449,2,1044,1033,251,238,30,449,2,1044,1033,252,242,30,443,2,1044,1033,254,246,30,437,2,1044,1033,258,266,31,408,1,1044,1033,264,290,31,377,1,1044,1033,266,295,31,369,2,1044,1033,266,302,31,361,2,1044
179,Kota Baru,96693,39339,4375,7,124,24,97167.39063,96693,39805,4354,7,121,726,51650,24,97167.39063,96693,39072,4276,7,120,23,97167.38101,96693,38944,4257,7,111,24,97167.38101,96693,39423,4272,7,103,15,97167.38101,96693,40136,4243,7,90,18,97167.38101,96693,39843,4194,7,88,18,97167.38101,96693,39136,4081,7,82,18,97167.38101,96693,39136,4081,7,80,19,97167.38101,96693,39834,4072,7,74,18,97167.38101,96693,40058,4075,7,66,19,97167.38101,96693,40108,4058,7,66,19,97167.38101,96693,40225,4055,7,66,19,97167.38101
180,Kota Batam,10625,1687,2124,41,1361,7,10955.88086,10625,1689,2161,41,1318,931,4478,7,10955.88086,10625,1695,2161,41,1310,7,10955.88065,10625,1693,2219,41,1238,7,10955.88065,10625,1692,2234,41,1221,7,10955.88065,10625,1691,2276,41,1178,7,10955.88065,10625,1694,2372,41,1070,8,10955.88065,10625,1701,2403,41,965,8,10955.88065,10625,1701,2420,41,948,8,10955.88065,10625,1282,2115,41,875,6,10955.88065,10625,1273,2252,43,705,7,10955.88065,10625,1168,2247,44,614,8,10955.88065,10625,1155,2281,45,568,8,10955.88065
181,Kota Batu,2076,510,170,122,138,2,2101.560059,2076,518,186,134,102,0,1130,2,2101.560059,2076,522,195,140,88,2,2101.560059,2076,522,195,142,86,2,2101.560059,2076,525,195,142,86,2,2101.560059,2076,525,195,142,86,2,2101.560059,2076,525,195,142,86,2,2101.560059,2076,525,189,143,86,1,2101.560059,2076,525,195,145,78,1,2101.560059,2076,541,203,144,73,1,2101.560059,2076,540,205,146,65,1,2101.560059,2076,540,204,146,62,0,2101.560059,2076,550,204,147,60,0,2101.560059
182,Kota Baubau,3072,1374,348,0,85,0,3093.459961,3072,1373,358,0,72,28,1241,0,3093.459961,3072,1368,378,0,52,0,3093.459961,3072,1368,391,0,39,0,3093.459961,3072,1342,391,0,39,0,3093.459961,3072,1326,388,0,39,0,3093.459961,3072,1329,389,0,39,0,3093.459961,3072,1329,389,0,39,0,3093.459961,3072,1329,392,0,36,0,3093.459961,3072,1355,392,0,33,0,3093.459961,3072,1355,395,0,30,0,3093.459961,3072,1351,398,0,27,0,3093.459961,3072,1350,404,0,21,0,3093.459961
183,Kota Bekasi,2259,8,22,0,2223,0,2293.52002,2259,11,23,0,2218,0,7,0,2293.52002,2259,13,24,0,2214,0,2293.52002,2259,16,29,0,2204,0,2293.52002,2259,16,29,0,2204,0,2293.52002,2259,16,29,0,2204,0,2293.52002,2259,18,29,0,2202,0,2293.52002,2259,18,29,0,2202,0,2293.52002,2259,20,29,0,2200,0,2293.52002,2259,20,29,0,2200,0,2293.52002,2259,22,30,0,2197,0,2293.52002,2259,29,33,0,2186,0,2293.52002,2259,31,36,0,2181,0,2293.52002
184,Kota Bengkulu,1970,899,200,0,465,0,1986.530029,1970,943,244,0,388,136,259,0,1986.530029,1970,957,256,0,362,0,1986.530029,1970,959,267,0,348,0,1986.530029,1970,959,266,0,348,0,1986.530029,1970,959,266,0,348,0,1986.530029,1970,959,266,0,348,0,1986.530029,1970,959,266,0,348,0,1986.530029,1970,960,271,0,342,0,1986.530029,1970,1053,289,0,324,0,1986.530029,1970,1061,354,0,257,0,1986.530029,1970,1062,367,0,243,0,1986.530029,1970,1062,369,0,241,0,1986.530029
185,Kota Bima,2245,182,1432,201,68,6,2264.199951,2245,182,1451,201,49,24,332,6,2264.199951,2245,182,1463,201,37,6,2264.199951,2245,182,1465,201,34,6,2264.199951,2245,182,1465,201,34,6,2264.199951,2245,182,1465,201,34,6,2264.199951,2245,182,1465,201,34,6,2264.199951,2245,182,1465,201,34,6,2264.199951,2245,182,1465,201,33,6,2264.199951,2245,186,1466,201,33,6,2264.199951,2245,186,1466,201,33,6,2264.199951,2245,186,1466,201,33,6,2264.199951,2245,186,1465,201,33,6,2264.199951
186,Kota Binjai,992,402,285,0,301,0,1006.860046,992,402,292,0,294,0,4,0,1006.860046,992,402,297,0,289,0,1006.860046,992,402,297,0,289,0,1006.860046,992,402,297,0,289,0,1006.860046,992,402,297,0,289,0,1006.860046,992,402,297,0,289,0,1006.860046,992,402,297,0,289,0,1006.860046,992,402,309,0,277,0,1006.860046,992,403,326,0,260,0,1006.860046,992,406,335,0,251,0,1006.860046,992,406,343,0,243,0,1006.860046,992,406,346,0,240,0,1006.860046
187,Kota Bitung,3284,719,33,0,164,3,3315.629883,3284,674,41,0,153,51,2362,3,3315.629883,3284,666,45,0,148,3,3315.629883,3284,665,46,0,147,3,3315.629883,3284,646,46,0,147,3,3315.629883,3284,642,46,0,147,3,3315.629883,3284,636,46,0,147,3,3315.629883,3284,632,46,0,147,3,3315.629883,3284,634,46,0,145,3,3315.629883,3284,628,44,0,142,2,3315.629883,3284,628,44,0,141,2,3315.629883,3284,621,45,0,138,2,3315.629883,3284,612,45,0,136,2,3315.629883
188,Kota Blitar,354,125,63,5,151,0,362.4099731,354,127,71,10,136,0,10,0,362.4099731,354,128,71,10,135,0,362.4099731,354,128,71,11,134,0,362.4099731,354,128,71,11,134,0,362.4099731,354,128,71,11,134,0,362.4099731,354,128,71,11,134,0,362.4099731,354,128,71,11,134,0,362.4099731,354,134,75,19,116,0,362.4099731,354,134,78,20,112,0,362.4099731,354,134,78,21,111,0,362.4099731,354,134,79,22,109,0,362.4099731,354,134,80,25,105,0,362.4099731
189,Kota Bogor,1178,107,123,0,904,0,1199.300049,1178,115,127,1,890,0,45,0,1199.300049,1178,120,132,1,878,0,1199.300049,1178,137,144,2,848,0,1199.300049,1178,138,144,2,845,0,1199.300049,1178,138,144,2,845,0,1199.300049,1178,138,144,2,845,0,1199.300049,1178,138,144,2,845,0,1199.300049,1178,139,146,2,842,0,1199.300049,1178,140,148,2,839,0,1199.300049,1178,141,152,2,834,0,1199.300049,1178,146,157,2,824,0,1199.300049,1178,151,161,2,815,0,1199.300049
190,Kota Bukittinggi,253,65,23,1,154,0,256.1099854,253,65,23,1,154,0,10,0,256.1099854,253,66,25,1,151,0,256.1099854,253,66,25,1,151,0,256.1099854,253,66,25,1,151,0,256.1099854,253,66,25,1,151,0,256.1099854,253,66,25,1,151,0,256.1099854,253,66,25,1,151,0,256.1099854,253,66,25,1,151,0,256.1099854,253,69,26,1,147,0,256.1099854,253,72,39,2,130,0,256.1099854,253,72,39,2,130,0,256.1099854,253,73,40,2,128,0,256.1099854
191,Kota Cilegon,1733,163,283,5,994,14,1760.969971,1733,165,291,5,976,43,239,14,1760.969971,1733,167,296,5,964,15,1760.969971,1733,169,320,5,931,20,1760.969971,1733,169,323,5,928,20,1760.969971,1733,169,323,5,927,20,1760.969971,1733,169,325,5,923,20,1760.969971,1733,175,329,5,918,21,1760.969971,1733,175,329,5,916,23,1760.969971,1733,176,334,5,903,24,1760.969971,1733,176,338,5,894,27,1760.969971,1733,176,342,5,881,32,1760.969971,1733,179,347,5,870,35,1760.969971
